Q,H,1400
Q,I,900
Q,J,3900
Q,K,1000
Q,L,600
Q,M,500
Q,N,700
Q,O,1500
Q,P,2800
Q,R,600
Q,S,1700
Q,T,1700
Q,U,600
Q,V,1700
Q,W,600
Q,X,300
R,A,100
R,D,100
R,F,100
R,G,200
R,H,300
R,I,200
R,J,700
R,K,200
R,L,200
R,M,100
R,N,100
R,O,200
R,P,500
R,Q,600
R,S,300
R,T,400
R,U,100
R,V,300
R,W,100
S,A,300
S,B,100
S,D,200
S,E,100
S,F,200
S,G,400
S,H,700
S,I,400
S,J,1800
S,K,400
S,L,300
S,M,300
S,N,300
S,O,800
S,P,1300
S,Q,1700
S,R,300
S,T,1200
S,U,400
S,V,1200
S,W,300
S,X,100
T,A,300
T,B,100
T,D,300
T,E,100
T,F,300
T,G,500
T,H,900
T,I,600
T,J,2500
T,K,600
T,L,500
T,M,600
T,N,500
T,O,1100
T,P,1600
T,Q,1700
T,R,400
T,S,1200
T,U,1200
T,V,2400
T,W,700
T,X,400
U,A,100
U,D,200
U,E,100
U,F,100
U,G,200
U,H,400
U,I,300
U,J,1200
U,K,400
U,L,300
U,M,600
U,N,400
U,O,800
U,P,600
U,Q,600
U,R,100
U,S,400
U,T,1200
U,V,1800
U,W,700
U,X,500
V,A,400
V,B,100
V,C,100
V,D,400
V,E,200
V,F,200
V,G,500
V,H,500
V,I,700
V,J,2600
V,K,1100
V,L,700
V,M,1300
V,N,1200
V,O,2600
V,P,1200
V,Q,1700
V,R,300
V,S,1200
V,T,2400
V,U,1800
V,W,2100
V,X,1100
W,A,300
W,C,100
W,D,500
W,E,100
W,F,100
W,G,200
W,H,300
W,I,500
W,J,1800
W,K,1300
W,L,700
W,M,800
W,N,1100
W,O,1000
W,P,500
W,Q,600
W,R,100
W,S,300
W,T,700
W,U,700
W,V,2100
W,X,700
X,A,100
X,D,200
X,F,100
X,G,100
X,H,200
X,I,200
X,J,800
X,K,600
X,L,500
X,M,700
X,N,400
X,O,400
X,P,300
X,Q,300
X,S,100
X,T,400
X,U,500
X,V,1100
X,W,700
